kind,issuer,cusip,putcall,shares,share_chg,value,w_prev,w_cur,w_pp
TRIM,AMAZON COM INC,023135106,,1182529.0,-39.22624703911883,281843962.0,4.443974206603833,3.460913655216956,-0.9830605513868766
KEEP,TAIWAN SEMICONDUCTOR MANUFAC,874039100,,522158.0,-0.030632679708530054,249366996.0,1.935693144104867,3.062111515508826,1.126418371403959
KEEP,GLOBAL PMTS INC,37940XAU6,,247500000.0,0.0,222694485.0,2.3928598326419097,2.73458540182602,0.34172556918411034
ADD,ALPHABET INC,02079K305,,596286.0,3.8954295740413882,213094728.0,1.809821373106274,2.616704820484829,0.8068834473785549
TRIM,NVIDIA CORPORATION,67066G104,,1064635.0,-0.7986351175822722,213022817.0,2.0524786127561785,2.6158217866241986,0.5633431738680201
ADD,ELECTRONIC ARTS INC,285512109,,970990.0,0.53810702707516,199091790.0,2.1591680497891317,2.444755210518175,0.28558716072904344
KEEP,BILL HOLDINGS INC,090043AF7,,209679000.0,0.0,181356254.0,2.0458449048439755,2.2269710213894687,0.18112611654549315
KEEP,PG&E CORP,69331CAL2,,175000000.0,0.0,179601903.0,1.9912138994927064,2.2054284015339354,0.21421450204122894
TRIM,RIVIAN AUTOMOTIVE INC,76954AAB9,,131565000.0,-8.276164979503054,155838659.0,1.6851929295556554,1.9136267426718856,0.22843381311623023
ADD,APPLE INC,037833100,,529538.0,5.7946113550727825,153227116.0,1.3930193792536538,1.8815582010371843,0.4885388217835305
ADD,LINDE PLC,G54950103,,267349.0,2.8558128082608127,138738090.0,1.4130914742218845,1.7036396549794421,0.2905481807575576
TRIM,LUMENTUM HLDGS INC,55024UAF6,,18256000.0,-14.603798297314995,119272441.0,1.255073613517581,1.46461047743843,0.20953686392084903
TRIM,TKO GROUP HOLDINGS INC,87256C101,,578157.0,-4.316978958761556,116388786.0,1.3361591902108014,1.4292005261461804,0.093041335935379
NEW,SUPER MICRO COMPUTER INC,86800U500,,2175408.0,,111471398.0,0.0,1.3688172730992338,1.3688172730992338
TRIM,SELECT SECTOR SPDR TR,81369Y506,PUT,2000000.0,-59.582895481367714,106220000.0,3.3242284296903577,1.3043325315485916,-2.0198958981417663
NEW,AMERICAN ELEC PWR CO INC,025537101,,768000.0,,105070080.0,0.0,1.2902120451554608,1.2902120451554608
ADD,ENTERGY CORP NEW,29364G103,,913912.0,1084.1612894866414,104971932.0,0.09509426263140894,1.2890068330550424,1.1939125704236335
KEEP,DROPBOX INC,26210CAD6,,103500000.0,0.0,104610636.0,1.0773013763681565,1.284570285076146,0.20726890870798953
TRIM,JD.COM INC,47215PAJ5,,100000000.0,-33.403481665978504,98546765.0,1.6435923972155229,1.2101087504083425,-0.4334836468071803
ADD,ITRON INC,465741106,,1137853.0,46.37871702676452,98458420.0,0.7640304849072955,1.209023914619417,0.4449934297121215
ADD,DIGITAL RLTY TR INC,253868103,,539618.0,839.8063325089693,96904600.0,0.1134686859743456,1.1899437228083567,1.076475036834011
KEEP,BLACKLINE INC,09239BAF6,,101000000.0,0.0,93258284.0,1.0402135809427395,1.145168646748235,0.1049550658054954
KEEP,LUMENTUM HLDGS INC,55024UAD1,,10250000.0,0.0,88270935.0,0.7933436237435204,1.0839263049398529,0.29058268119633246
TRIM,CHART INDS INC,16115Q308,,416233.0,-11.45768408513173,86967723.0,1.0658110480922962,1.067923463600138,0.0021124155078418028
NEW,NEBIUS GROUP N.V.,N97284108,,310000.0,,85612700.0,0.0,1.0512844071145746,1.0512844071145746
ADD,WEBSTER FINL CORP,947890109,,1113487.0,56.43476306213911,85092677.0,0.5418580902857234,1.0448987648997987,0.5030406746140753
TRIM,IDACORP INC,451107106,,546085.0,-5.4054288139410005,82622661.0,0.9050821896367726,1.0145681094465362,0.10948591980976363
TRIM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,PUT,170000.0,-54.666666666666664,81186900.0,1.3897375343192289,0.9969376276179849,-0.392799906701244
NEW,NVIDIA CORPORATION,67066G104,PUT,400000.0,,80036000.0,0.0,0.9828051072775661,0.9828051072775661
ADD,NEXTERA ENERGY INC,65339F655,,1627578.0,35.5520890678211,77944001.0,0.6626865773131496,0.9571163259589152,0.29442974864576554
ADD,H2O AMERICA,784305104,,1254368.0,2.0851322526118072,76227943.0,0.7905468717089772,0.9360439264538858,0.1454970547449086
NEW,APOGEE THERAPEUTICS INC,03770N101,,564500.0,,74926085.0,0.0,0.9200577116086892,0.9200577116086892
TRIM,CMS ENERGY CORP,125896100,,970362.0,-6.190563197689088,74232693.0,0.8800069353677944,0.9115431781619227,0.031536242794128255
KEEP,SNAP INC,83304AAK2,,88000000.0,0.0,71946418.0,0.7802299076678434,0.8834687773092936,0.10323886964145024
TRIM,MICROSOFT CORP,594918104,,189971.0,-10.376664181991451,70862982.0,0.8604318752961896,0.8701646837238022,0.009732808427612594
ADD,BRIGHTHOUSE FINL INC,10922N103,,1116250.0,31.820726174252535,70658625.0,0.5560433291601651,0.8676552741667539,0.31161194500658884
TRIM,SMURFIT WESTROCK PLC,G8267P108,,1512798.0,-39.973954820104154,69982035.0,1.1013328847692725,0.8593470615182841,-0.24198582325098839
KEEP,BERKSHIRE HATHAWAY INC DEL,084670702,,133277.0,0.0,66690478.0,0.7003595963751519,0.8189282620968334,0.11856866572168157
NEW,SOUTHERN CO,842587ED5,,65000000.0,,65774926.0,0.0,0.807685706477135,0.807685706477135
NEW,DIGITALBRIDGE GROUP INC,25401T603,,4118793.0,,64994554.0,0.0,0.7981030988108796,0.7981030988108796
TRIM,COREWEAVE INC,21873S108,PUT,650000.0,-77.11348191965072,64701000.0,2.4127718456372573,0.7944983912984883,-1.6182734543387691
ADD,MEDLINE INC,58507V107,,1638244.0,27.347691370097493,64612343.0,0.6277642639639932,0.7934097242936916,0.1656454603296984
ADD,DEXCOM INC,252131AM9,,67977000.0,7.9394064499738,63521812.0,0.6378494501876955,0.7800185073857437,0.1421690571980483
ADD,BROADCOM INC,11135F101,,165246.0,6.536777837234942,62421677.0,0.5264476069317472,0.7665093577943748,0.2400617508626276
ADD,WEC ENERGY GROUP INC,92939U106,,528369.0,3.045319978001147,61697648.0,0.6509597887289399,0.7576186161404058,0.10665882741146593
NEW,ALPHABET INC,02079K602,,1200000.0,,60171083.0,0.0,0.7388731031388668,0.7388731031388668
ADD,ELASTIC N V,N14506104,CALL,997700.0,31.103810775295663,56888854.0,0.41717364326644363,0.6985688472483358,0.28139520398189216
TRIM,STATE STR SPDR S&P 500 ETF T,78462F103,PUT,75000.0,-93.68899360484684,56007750.0,8.475243379587894,0.6877492971553439,-7.78749408243255
NEW,SPIRIT AEROSYSTEMS INC,85205TAQ3,,34500000.0,,53916813.0,0.0,0.6620735567061007,0.6620735567061007
TRIM,KENVUE INC,49177J102,,2746636.0,-13.005872802608332,52488214.0,0.5968943997689131,0.644531020929055,0.04763662116014189
NEW,TAYLOR MORRISON HOME CORP,87724P106,,723523.0,,51905540.0,0.0,0.6373760533759808,0.6373760533759808
KEEP,KODIAK AI INC.,500081104,,9767037.0,0.0,49616548.0,0.7433123926147334,0.6092682890184731,-0.1340441035962603
NEW,MACERICH CO,554382101,,1938506.0,,48830966.0,0.0,0.5996217049589833,0.5996217049589833
ADD,DOORDASH INC,25809K105,,249897.0,46.860014104372354,46113493.0,0.28017661379328274,0.5662523918587673,0.28607577806548457
NEW,ADVANCED ENERGY INDS,007973AE0,,16821000.0,,45903086.0,0.0,0.5636686910965234,0.5636686910965234
ADD,NCR ATLEOS CORPORATION,63001N106,,1033562.0,41.51617925128945,44866926.0,0.34903319104380975,0.5509451249518295,0.2019119339080197
TRIM,ACADIAN ASSET MANAGEMENT INC,10948W103,,610248.0,-5.943061650074675,43644937.0,0.3871891098015168,0.5359396645310562,0.14875055472953946
ADD,XCEL ENERGY INC,98389B100,,533324.0,4.894186137990716,42825917.0,0.4429227814508649,0.5258824772782891,0.08295969582742418
ADD,CORE SCIENTIFIC INC NEW,21874A114,,2235000.0,155.6398029457483,42018000.0,0.08379335043430046,0.5159616297364783,0.4321682793021778
NEW,X-ENERGY INC,98386P102,,2245454.0,,41226535.0,0.0,0.5062428051546471,0.5062428051546471
ADD,S&P GLOBAL INC,78409V104,,100834.0,509.9322526010162,41065655.0,0.07710999934555006,0.5042672730733485,0.42715727372779844
ADD,SEMPRA,816851109,,441114.0,306.29455650732245,40895679.0,0.1156887459365522,0.5021800463139576,0.3864913003774054
ADD,WARNER BROS DISCOVERY INC,934423104,,1488690.0,36.250812275194264,39688475.0,0.3290143032089146,0.4873561388632366,0.15834183565432197
NEW,HONEYWELL INTL INC,438516205,,174025.0,,38964198.0,0.0,0.47846235188383135,0.47846235188383135
KEEP,JPMORGAN CHASE & CO,46625H100,,118358.0,0.0,38742124.0,0.38179505572029204,0.4757353857511716,0.09394033003087954
TRIM,SUNBELT RENTALS HOLDINGS INC,866966104,,516034.0,-5.508007485616556,38604504.0,0.38980431936030396,0.4740454757248892,0.08424115636458523
NEW,BIO-TECHNE CORP,09073M104,,535400.0,,37826010.0,0.0,0.46448592903108965,0.46448592903108965
ADD,CEMEX SA EURO MTN BE 144A,151290889,,3138240.0,4.888717170052784,37658880.0,0.3753465858328837,0.4624336498369857,0.08708706400410199
TRIM,BGC GROUP INC,088929104,,3481891.0,-17.09216796481093,37221415.0,0.4504094922636509,0.45706178172444667,0.006652289460795768
NEW,NUVALENT INC,670703107,,300017.0,,37052100.0,0.0,0.454982671739706,0.454982671739706
NEW,INNIO NV,N52A8C105,,936264.0,,37029241.0,0.0,0.45470197377944743,0.45470197377944743
ADD,TESLA INC,88160R101,,86846.0,63.57335241933965,36527428.0,0.2164398962377646,0.44853994195254104,0.23210004571477644
KEEP,ISHARES INC,46434G764,,354686.0,0.0,36284378.0,0.30594760725732834,0.4455554002297686,0.13960779297244025
NEW,HONEYWELL AEROSPACE INC,43849R105,,162940.0,,36022775.0,0.0,0.4423430362375759,0.4423430362375759
TRIM,ATLASSIAN CORPORATION,049468101,,459150.0,-14.260104758970337,35717279.0,0.4007959897684472,0.43859168648180524,0.03779569671335803
ADD,FORGENT POWER SOLUTIONS INC,34631F102,,629106.0,515.5636007827788,35141861.0,0.03280368908013876,0.4315258192568134,0.3987221301766746
ADD,SNOWFLAKE INC,833445109,,136568.0,185.58164822985717,34756556.0,0.07909092329031107,0.4267944518489022,0.3477035285585911
TRIM,UL SOLUTIONS INC,903731107,,333960.0,-15.453164556962026,34017166.0,0.37125957178097696,0.41771508421096476,0.0464555124299878
KEEP,MCDONALDS CORP,580135101,,123562.0,0.0,33400044.0,0.42111531367753674,0.41013711113118384,-0.0109782025463529
NEW,CEREBRAS SYSTEMS INC,15675D103,,150000.0,,33150000.0,0.0,0.40706668631929777,0.40706668631929777
ADD,ORACLE CORP,68389X204,,738395.0,29.68859772376001,33138996.0,0.2857420887129864,0.4069315622826083,0.1211894735696219
NEW,TEREX CORP NEW,880779103,,443008.0,,32069349.0,0.0,0.39379679124727257,0.39379679124727257
NEW,GLOBAL BUSINESS TRAVEL GROUP,37890B100,,3346860.0,,31427015.0,0.0,0.3859092264542041,0.3859092264542041
TRIM,COREWEAVE INC,21873S108,,300000.0,-31.718863801893665,29862000.0,0.3732528544312757,0.3666915652146869,-0.006561289216588828
TRIM,CAPITAL ONE FINL CORP,14040H105,,147062.0,-18.346520085505677,29503578.0,0.36030566834876265,0.3622903086281428,0.0019846402793801676
ADD,ADVANCED MICRO DEVICES INC,007903107,,50757.0,46.50598932024823,29485249.0,0.07728667290803301,0.3620652369752455,0.28477856406721247
