kind,issuer,cusip,putcall,shares,share_chg,value,w_prev,w_cur,w_pp
NEW,NEBIUS GROUP N.V.,N97284108,,4258008.0,,1175934069.0,0.0,7.188845228385034,7.188845228385034
TRIM,ASML HLDG NV,N07059210,,569174.0,-13.122836366744615,1132337523.0,6.898513415035628,6.922326186248013,0.02381277121238501
NEW,SEAGATE TECHNOLOGY HLDNGS PL,G7997R103,,1000109.0,,965105185.0,0.0,5.8999836699832064,5.8999836699832064
NEW,HOME DEPOT INC,437076102,,2603189.0,,918092697.0,0.0,5.612581927876431,5.612581927876431
NEW,APPLIED MATLS INC,038222105,,1207737.0,,873193851.0,0.0,5.338101526860773,5.338101526860773
ADD,MEDLINE INC,58507V107,,20968367.0,77.86147710658847,826992394.0,4.182268342414922,5.055657865728198,0.8733895233132758
NEW,LINDE PLC,G54950103,,1558081.0,,808550554.0,0.0,4.942917247880991,4.942917247880991
TRIM,TERADYNE INC,880770102,,1493080.0,-20.27875844423229,722411827.0,4.426335183826188,4.416324819872078,-0.010010363954109813
TRIM,CORNING INC,219350105,,2728058.0,-26.62855987135527,696827855.0,4.0303134408065215,4.259922161012351,0.2296087202058299
ADD,CARVANA CO,146869102,,10520666.0,499.5675636245098,692470236.0,4.397736275403596,4.233282701045085,-0.16445357435851093
TRIM,HUT 8 CORP,44812J104,,5773045.0,-5.032216907160462,666469180.0,2.2733339831439627,4.074330279913581,1.8009962967696183
ADD,PERFORMANCE FOOD GROUP CO,71377A103,,5852740.0,47.121858910581224,654277805.0,2.716622333208943,3.9998006695326755,1.2831783363237323
ADD,NU HLDGS LTD,G6683N103,,47219717.0,24.225717534754537,630855419.0,4.35449506745437,3.8566124481244115,-0.4978826193299586
ADD,TERAWULF INC,88080T104,,24144625.0,21.199256278289262,596372238.0,2.2916907405333817,3.645806198244949,1.354115457711567
TRIM,CARPENTER TECHNOLOGY CORP,144285103,,962839.0,-47.03681089584914,593917609.0,5.712289973077213,3.6308002991564807,-2.081489673920732
TRIM,MASTEC INC,576323109,,1345157.0,-12.141536853793149,559666021.0,3.9270244057094006,3.4214098482379183,-0.5056145574714823
TRIM,APPLOVIN CORP,03831W108,,1042268.0,-28.85168708525977,537007742.0,4.6480098399325565,3.2828928470160017,-1.3651169929165548
NEW,TTM TECHNOLOGIES INC,87305R109,,2738075.0,,512074787.0,0.0,3.130470054525848,3.130470054525848
NEW,STERLING INFRASTRUCTURE INC,859241101,,609643.0,,511709948.0,0.0,3.1282396819450886,3.1282396819450886
ADD,US FOODS HLDG CORP,912008109,,4914492.0,29.465084017430986,502506807.0,2.790443069662012,3.0719780614953414,0.2815349918333294
NEW,ON HLDG AG,H5919C104,,13280030.0,,470378663.0,0.0,2.8755688742968815,2.8755688742968815
TRIM,LPL FINL HLDGS INC,50212V100,,1219099.0,-40.5307987884683,343395806.0,4.916286490512759,2.0992837664018156,-2.817002724110943
TRIM,ARGAN INC,04010E109,,368673.0,-6.222051514241963,294403824.0,1.706975477189863,1.799780771026124,0.0928052938362609
NEW,BITDEER TECHNOLOGIES GROUP,G11448100,,7020026.0,,111407813.0,0.0,0.681070092280711,0.681070092280711
NEW,SHARONAI HOLDINGS INC,778920306,,1209848.0,,102425731.0,0.0,0.6261598732226193,0.6261598732226193
ADD,ALPHABET INC,02079K305,,215574.0,14.935407680701212,77039680.0,0.42997200714716394,0.47096716607188444,0.0409951589247205
NEW,KODIAK GAS SVCS INC,50012A108,,845070.0,,63490109.0,0.0,0.3881344874397849,0.3881344874397849
ADD,VISA INC,92826C839,,165960.0,78.88439773645918,56939216.0,0.22353836630180246,0.34808687156897467,0.1245485052671722
NEW,INTERACTIVE BROKERS GROUP IN,45841N107,,577666.0,,50280049.0,0.0,0.30737734356484203,0.30737734356484203
TRIM,TAIWAN SEMICONDUCTOR MANUFAC,874039100,,101242.0,-92.71393924564421,48350142.0,3.74360094228271,0.29557923081862747,-3.4480217114640825
NEW,SEA LTD,81141R100,,494581.0,,47395697.0,0.0,0.28974441612545276,0.28974441612545276
TRIM,MCKESSON CORP,58155Q103,,57851.0,-85.25052011095701,43712216.0,2.705827775989757,0.2672261682842152,-2.438601607705542
TRIM,TRANSDIGM GROUP INC,893641100,,28532.0,-20.0269080920481,38005765.0,0.3296294041099269,0.23234088506655293,-0.09728851904337399
TRIM,BROOKFIELD CORP,11271J107,,792717.0,-92.92783305940091,33761817.0,3.616329890930209,0.20639633074705882,-3.40993356018315
EXIT,AMPHENOL CORP,032095101,,0.0,-100.0,0.0,0.22470504963351565,0.0,-0.22470504963351565
EXIT,BOOKING HOLDINGS INC,09857L108,,0.0,-100.0,0.0,0.080723386293725,0.0,-0.080723386293725
EXIT,BOSTON SCIENTIFIC CORP,101137107,,0.0,-100.0,0.0,0.05235315568051849,0.0,-0.05235315568051849
EXIT,CAPITAL ONE FINL CORP,14040H105,,0.0,-100.0,0.0,3.2970662601923135,0.0,-3.2970662601923135
EXIT,CIENA CORP,171779309,,0.0,-100.0,0.0,2.505456787654762,0.0,-2.505456787654762
EXIT,CLEAN HARBORS INC,184496107,,0.0,-100.0,0.0,4.011502357171437,0.0,-4.011502357171437
EXIT,ENTEGRIS INC,29362U104,,0.0,-100.0,0.0,2.9114581944999376,0.0,-2.9114581944999376
EXIT,HILTON WORLDWIDE HLDGS INC,43300A203,,0.0,-100.0,0.0,0.2163517366484937,0.0,-0.2163517366484937
EXIT,KKR & CO INC,48251W104,,0.0,-100.0,0.0,0.1322240843540434,0.0,-0.1322240843540434
EXIT,MASTERCARD INCORPORATED,57636Q104,,0.0,-100.0,0.0,0.22784913234454507,0.0,-0.22784913234454507
EXIT,SPOTIFY TECHNOLOGY S A,L8681T102,,0.0,-100.0,0.0,0.26613157539942917,0.0,-0.26613157539942917
EXIT,TALEN ENERGY CORP,87422Q109,,0.0,-100.0,0.0,4.62651617466315,0.0,-4.62651617466315
EXIT,TENET HEALTHCARE CORP,88033G407,,0.0,-100.0,0.0,3.3980197921207647,0.0,-3.3980197921207647
EXIT,VISTRA CORP,92840M102,,0.0,-100.0,0.0,7.415424276916049,0.0,-7.415424276916049
EXIT,VULCAN MATLS CO,929160109,,0.0,-100.0,0.0,0.3129816117544296,0.0,-0.3129816117544296
