kind,issuer,cusip,putcall,shares,share_chg,value,w_prev,w_cur,w_pp
ADD,Natera Inc,632307104,,3186306.0,4.005084204692118,864923000.0,18.14398009019115,16.598482092001774,-1.5454979981893757
ADD,Taiwan Semiconductor Manufac,874039100,,589680.0,19.059925698594736,281613000.0,4.956722699527486,5.404351991304308,0.4476292917768223
ADD,Stmicroelectronics N V,861012102,,3102880.0,18.753253115336335,232375000.0,2.6733668401233346,4.459440061287435,1.7860732211641008
KEEP,Invesco Exchange Traded Fd T,46137V357,CALL,821000.0,0.0,174684000.0,4.666094926955119,3.352309102381643,-1.313785824573476
ADD,Insmed Inc,457669307,,1424690.0,23.447044857853374,151900000.0,5.588587870036614,2.915068080944858,-2.6735197890917557
KEEP,Ishares Inc,464286400,CALL,4228000.0,0.0,145866000.0,4.806670638836209,2.7992713673146987,-2.0073992715215105
NEW,Insmed Inc,457669307,CALL,1350000.0,,143937000.0,0.0,2.7622524974783413,2.7622524974783413
TRIM,Ypf Sociedad Anonima,984245100,,3138897.0,-2.9995716884190853,142726000.0,4.429186206700489,2.739012553791546,-1.690173652908943
ADD,Amazon Com Inc,023135106,,541600.0,1082.5327510917032,129085000.0,0.2824840353136138,2.477232147654819,2.194748112341205
TRIM,Bbb Foods Inc,G0896C103,,2901733.0,-6.672741108490217,120915000.0,3.256665722980264,2.3204440882649604,-0.9362216347153036
NEW,Alphabet Inc,02079K305,,336300.0,,120184000.0,0.0,2.306415682951131,2.306415682951131
KEEP,Ishares Inc,464286400,,3436170.0,0.0,118548000.0,3.906476729048681,2.275019689663272,-1.6314570393854089
ADD,Seagate Technology Hldngs Pl,G7997R103,,122000.0,140.6311637080868,117730000.0,0.5881851252121814,2.2593216930193427,1.6711365678071615
NEW,Fox Corp,35137L105,,2204600.0,,114992000.0,0.0,2.2067775428835494,2.2067775428835494
ADD,Amazon Com Inc,023135106,CALL,459300.0,129.65,109470000.0,1.2335244791857922,2.1008064701845535,0.8672819909987612
ADD,United Airls Hldgs Inc,910047109,,794795.0,202.78481494885617,108084000.0,0.7157012438892357,2.0742081531326138,1.3585069092433781
KEEP,Sea Ltd,81141R100,,1099905.0,0.0,105404000.0,2.6972946208690525,2.022777063883554,-0.6745175569854984
NEW,Cdw Corp,12514G108,,743950.0,,104629000.0,0.0,2.0079042675522025,2.0079042675522025
KEEP,Newamsterdam Pharma Company,N62509109,,3070146.0,0.0,104047000.0,2.910275560377964,1.9967352772749813,-0.9135402831029826
ADD,Ishares Tr,464287655,CALL,330000.0,317.72151898734177,99149000.0,0.5801894559035876,1.902739204460841,1.3225497485572535
TRIM,Sandisk Corp,80004C200,,34900.0,-8.530992006290132,79353000.0,0.7178630359615592,1.5228400093957692,0.80497697343421
ADD,Revolution Medicines Inc,76155X100,,399587.0,26.507629962641676,74835000.0,0.9096406450076817,1.436136404460227,0.5264957594525452
KEEP,State Str Spdr S&P 500 Etf T,78462F103,CALL,90000.0,0.0,67209000.0,1.7333130381529647,1.28978808855973,-0.44352494959323474
NEW,Bitdeer Technologies Group,G11448100,,4074993.0,,64670000.0,0.0,1.2410628887077286,1.2410628887077286
ADD,Crh Plc,G25508105,,553555.0,46.61572486127849,59230000.0,1.1753337747732489,1.1366654538141143,-0.03866832095913453
NEW,Delta Air Lines Inc,247361702,,603000.0,,56477000.0,0.0,1.0838334431041656,1.0838334431041656
NEW,Tesla Inc,88160R101,CALL,126000.0,,52996000.0,0.0,1.0170305991952187,1.0170305991952187
NEW,Fluor Corp,343412102,,982200.0,,51457000.0,0.0,0.9874961042868965,0.9874961042868965
NEW,D R Horton Inc,23331A109,,299000.0,,48701000.0,0.0,0.9346065214621166,0.9346065214621166
KEEP,Coupang Inc,22266T109,,2667485.0,0.0,46334000.0,1.4913996211829563,0.8891821228604282,-0.6022174983225281
NEW,Advanced Micro Devices Inc,007903107,,72900.0,,42348000.0,0.0,0.8126879729549233,0.8126879729549233
