kind,issuer,cusip,putcall,shares,share_chg,value,w_prev,w_cur,w_pp
TRIM,BROOKFIELD CORP,11271J107,,59697208.0,-2.778168049493406,2415946008.0,18.147970230018572,17.616254803282665,-0.5317154267359072
ADD,AMAZON COM INC,023135106,,11451981.0,19.19432537481952,2385104083.0,14.282961200738129,17.391365998804158,3.1084047980660294
TRIM,UBER TECHNOLOGIES INC,90353T100,,29958771.0,-0.8241697308378046,2154934398.0,15.896925525992081,15.713047110250871,-0.18387841574121033
NEW,MICROSOFT CORP,594918104,,5654078.0,,2092970053.0,0.0,15.261224227361964,15.261224227361964
TRIM,RESTAURANT BRANDS INTL INC,76131D103,,22645483.0,-0.967736024667757,1673501194.0,10.048472138165627,12.20260028555314,2.154128147387514
KEEP,META PLATFORMS INC,30303M102,,2660861.0,-0.47531969438604355,1522358404.0,11.366174810865141,11.100518578634862,-0.26565623223027934
KEEP,HOWARD HUGHES HOLDINGS INC,44267T102,,18852064.0,0.0,1192581569.0,9.685415984845779,8.695898303867486,-0.9895176809782935
KEEP,SEAPORT ENTMT GROUP INC,812215200,,5023780.0,0.0,107910794.0,0.6396715927489068,0.7868487279242815,0.14717713517537467
TRIM,ALPHABET INC,02079K107,,311726.0,-94.94269104593526,89421720.0,12.45736705717316,0.6520327024078915,-11.805334354765268
KEEP,HERTZ GLOBAL HLDGS INC,42806J700,,15241127.0,0.0,70261595.0,0.5045450886013486,0.512323601730528,0.007778513129179432
TRIM,ALPHABET INC,02079K305,,32376.0,-95.22686964559772,9310043.0,1.3673636001804108,0.06788566018215343,-1.2994779399982574
EXIT,HILTON WORLDWIDE HLDGS INC,43300A203,,0.0,-100.0,0.0,5.603132770670845,0.0,-5.603132770670845
